TransMem v7 — Source->Destination Centroid Routing Trace
==========================================================================================
Probe tokens (290):
  'The' ' central' ' bank' ' raised' ' interest' ' rates' ' by' ' 25' ' basis' ' points'
  ' on' ' Thursday' ',' ' its' ' seventh' ' consecutive' ' increase' ',' ' citing'
  ' persistent' ' inflation' 'ary' ' pressure' ' across' ' energy' ' and' ' food'
  ' sectors' '.' ' Markets' ' had' ' largely' ' priced' ' in' ' the' ' move' ','
  ' though' ' the' ' accompanying' ' statement' ' surprised' ' analysts' ' by'
  ' signalling' ' a' ' potential' ' pause' ' in' ' June' '.' ' The' ' benchmark' ' ten'
  '-' 'year' ' yield' ' rose' ' four' ' basis' ' points' ' to' ' 4' '.' '31' ' percent'
  ' shortly' ' after' ' the' ' announcement' '.' ' ' ' The' ' prime' ' minister'
  ' addressed' ' parliament' ' on' ' Tuesday' ',' ' defending' ' the' ' government' "'s"
  ' proposed' ' reforms' ' to' ' the' ' healthcare' ' system' '.' ' Opposition'
  ' leaders' ' criticised' ' the' ' plan' ' as' ' under' 'funded' ' and' ' poorly'
  ' timed' ',' ' arguing' ' that' ' frontline' ' workers' ' had' ' not' ' been'
  ' consulted' '.' ' Several' ' back' 'ben' 'chers' ' from' ' the' ' ruling' ' coalition'
  ' also' ' expressed' ' reservations' ',' ' threatening' ' to' ' vote' ' against' ' the'
  ' bill' ' unless' ' amendments' ' were' ' introduced' ' before' ' the' ' final'
  ' reading' '.' ' ' ' Voters' ' in' ' three' ' swing' ' states' ' will' ' head' ' to'
  ' the' ' polls' ' next' ' month' ' in' ' what' ' analysts' ' describe' ' as' ' a'
  ' bell' 'w' 'ether' ' for' ' the' ' national' ' election' '.' ' Poll' 'ing' ' data'
  ' suggests' ' a' ' tight' ' race' ',' ' with' ' neither' ' candidate' ' holding' ' a'
  ' decisive' ' lead' ' outside' ' the' ' margin' ' of' ' error' '.' ' Campaign'
  ' strateg' 'ists' ' on' ' both' ' sides' ' have' ' shifted' ' resources' ' toward'
  ' rural' ' districts' ',' ' where' ' turnout' ' could' ' prove' ' decisive' '.'
  ' Meanwhile' ',' ' independent' ' candidates' ' continue' ' to' ' draw' ' support'
  ' from' ' younger' ' voters' ' disillusion' 'ed' ' with' ' the' ' two' ' major'
  ' parties' '.' ' ' ' The' ' foreign' ' minister' ' met' ' with' ' her' ' counterparts'
  ' from' ' six' ' neighbouring' ' countries' ' to' ' discuss' ' a' ' regional' ' trade'
  ' agreement' ' that' ' has' ' been' ' stalled' ' for' ' over' ' two' ' years' '.'
  ' Neg' 'oti' 'ators' ' cited' ' disagreements' ' over' ' agricultural' ' tariffs'
  ' and' ' intellectual' ' property' ' protections' ' as' ' the' ' primary' ' obstacles'
  '.' ' A' ' joint' ' commun' 'ique' ' issued' ' after' ' the' ' talks' ' described'
  ' the' ' discussions' ' as' ' constructive' ' but' ' acknowledged' ' that'
  ' significant' ' differences' ' remain' ' unresolved' '.'
==========================================================================================

==========================================================================================
BLOCK 0  (unique src: 31/128  unique dst: 16/128  self-routes: 2/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
' turnout'        NOUN     25  4.71  25,54,122       62  2.84  62,40,25      ->
' could'          AUX      56  4.36  56,125,4        92  2.47  92,55,34      ->
' prove'          VERB    125  4.52  125,4,31        95  3.15  95,75,22      ->
' decisive'       ADJ      89  4.59  89,125,59       62  2.47  62,89,59      ->
'.'               PUNCT    48  0.67  48,85,14       118  1.87  118,45,62     ->
' Meanwhile'      ADV      19  4.65  19,103,48      117  3.79  117,73,62     ->
','               PUNCT    61  4.58  61,48,21        73  2.81  73,117,64     ->
' independent'    ADJ     103  4.74  103,84,59       62  2.76  62,84,101     ->
' candidates'     NOUN    119  4.57  119,1,80        62  2.62  62,119,101    ->
' continue'       VERB    125  4.69  125,4,36         5  3.63  5,95,22       ->
' to'             ADP      56  4.46  56,53,70        52  2.29  52,55,93      ->
' draw'           VERB     97  4.65  97,121,125       5  2.61  5,95,114      ->
' support'        NOUN     31  4.72  31,97,25        62  3.55  62,40,95      ->
' from'           ADP      43  4.62  43,127,48      124  3.91  124,66,17     ->
' younger'        ADJ      59  4.74  59,96,11        62  2.84  62,59,117     ->
' voters'         NOUN    119  4.45  119,1,41        62  1.90  62,119,101    ->
' disillusion'    X        48  4.74  48,63,50       101  3.92  101,95,40     ->
'ed'              X        48  4.72  48,13,121       95  3.57  95,62,5       ->
' with'           ADP      43  4.64  43,47,127       17  3.81  17,66,93      ->
' the'            DET      77  4.53  77,0,50         99  3.18  99,9,49       ->
' two'            NUM     123  4.69  123,96,48       62  2.41  62,116,101    ->
' major'          ADJ      59  4.71  59,96,84        62  3.02  62,59,101     ->
' parties'        NOUN    119  4.60  119,107,1       62  2.22  62,40,119     ->
'.'               PUNCT    48  0.84  48,85,14       118  2.10  118,45,62     ->
' '               SPACE    48  4.69  48,37,103      101  3.31  101,82,45     ->
' The'            DET       0  4.56  0,23,103        99  3.55  99,9,62       ->
' foreign'        ADJ       6  4.71  6,84,39         62  2.70  62,6,84       ->
' minister'       NOUN     30  4.65  30,50,83        62  2.71  62,30,101     ->
' met'            VERB    121  4.71  121,48,7         5  3.62  5,95,40       ->
' with'           ADP      43  4.66  43,50,121       66  3.82  66,72,114     ->
' her'            PRON     33  4.01  33,98,50        95  3.28  95,9,62       ->
' counterparts'   NOUN    119  4.68  119,41,48       62  2.20  62,119,40     ->
' from'           ADP      43  4.66  43,127,103     124  2.79  124,17,93     ->
' six'            NUM     123  4.62  123,48,96       62  2.77  62,116,101    ->
' neighbouring'   VERB     11  4.75  11,127,69       62  2.93  62,101,117    ->
' countries'      NOUN      1  4.65  1,107,119       62  2.08  62,101,15     ->
' to'             ADP      56  4.62  56,48,127       17  3.53  17,55,34      ->
' discuss'        VERB     31  4.67  31,7,121        17  3.20  17,95,5       ->
' a'              DET      24  4.15  24,98,12        49  2.53  49,62,104     ->
' regional'       ADJ      84  4.68  84,59,107       62  2.29  62,101,6      ->
' trade'          NOUN     91  4.72  91,25,84        62  2.52  62,87,101     ->
' agreement'      NOUN     91  4.69  91,120,80       62  2.26  62,40,87      ->
' that'           DET      18  4.33  18,50,48        73  1.78  73,95,17      ->
' has'            VERB     46  4.32  46,125,4        72  2.33  72,46,95      ->
' been'           VERB      4  4.54  4,125,46        72  3.18  72,95,4       ->
' stalled'        VERB     13  4.61  13,125,121      95  1.89  95,40,62      ->
' for'            ADP      47  4.70  47,48,103      114  3.15  114,17,93     ->
' over'           ADP      78  4.68  78,70,127      110  3.66  110,17,95     ->
' two'            NUM     123  4.65  123,96,70       62  2.79  62,116,113    ->
' years'          NOUN     27  4.56  27,69,48        62  2.41  62,27,40      ->
'.'               PUNCT    48  0.61  48,85,14       118  1.80  118,45,62     ->
' Neg'            X        23  4.70  23,63,60       101  3.17  101,62,40     ->
'oti'             X       115  4.74  115,81,23       62  3.12  62,101,40     ->
'ators'           X       119  4.69  119,81,48       62  2.36  62,101,119    ->
' cited'          VERB      7  4.59  7,121,13        17  3.17  17,117,95     ->
' disagreements'  NOUN     80  4.69  80,7,48         62  2.40  62,40,80      ->
' over'           ADP      78  4.69  78,47,127       17  2.80  17,66,110     ->
' agricultural'   ADJ      84  4.59  84,108,25       62  2.53  62,84,87      ->
' tariffs'        NOUN      1  4.62  1,80,25         62  2.38  62,87,40      ->
' and'            CCONJ    79  4.43  79,21,48        73  2.50  73,79,17      ->
' intellectual'   ADJ      84  4.67  84,63,48        62  3.54  62,84,101     ->
' property'       NOUN     25  4.67  25,1,108        62  2.50  62,87,25      ->
' protections'    NOUN     25  4.56  25,80,1         62  2.85  62,87,40      ->
' as'             ADP      26  4.52  26,4,48         72  3.23  72,110,17     ->
' the'            DET       0  4.52  0,77,122        99  3.47  99,9,49       ->
' primary'        ADJ      32  4.73  32,54,59        62  1.84  62,84,59      ->
' obstacles'      NOUN     80  4.61  80,54,1         62  3.15  62,40,101     ->
'.'               PUNCT    48  0.67  48,85,14       118  1.92  118,45,95     ->
' A'              DET      24  4.44  24,23,103       49  3.37  49,104,62     ->
' joint'          ADJ      59  4.75  59,48,91        62  2.14  62,101,84     ->
' commun'         X        63  4.71  63,91,48        62  2.76  62,101,40     ->
'ique'            X       115  4.69  115,2,91        62  2.92  62,101,40     ->
' issued'         VERB    121  4.65  121,7,13       117  2.96  117,95,17     ->
' after'          ADP     103  4.64  103,7,127       17  3.49  17,110,66     ->
' the'            DET       0  4.69  0,77,48         99  4.05  99,95,9       ->
' talks'          NOUN    120  4.70  120,80,48       62  3.27  62,40,95      ->
' described'      VERB      7  4.53  7,121,13        17  3.00  17,95,7       ->
' the'            DET       0  4.55  0,77,122        99  3.95  99,9,62       ->
' discussions'    NOUN     80  4.61  80,120,54       62  2.49  62,40,101     ->
' as'             ADP      26  4.57  26,4,122        72  2.92  72,66,110     ->
' constructive'   ADJ      89  4.69  89,84,59        62  3.29  62,89,101     ->
' but'            CCONJ    19  4.59  19,122,21      117  2.62  117,73,17     ->
' acknowledged'   VERB      7  4.33  7,121,13        75  3.26  75,7,17       ->
' that'           DET      18  4.17  18,7,122        73  2.74  73,95,92      ->
' significant'    ADJ      59  4.63  59,89,96        62  2.49  62,59,116     ->
' differences'    NOUN     80  4.50  80,54,1         62  1.94  62,40,80      ->
' remain'         VERB      4  4.61  4,125,36        78  3.85  78,95,66      ->
' unresolved'     ADJ      89  4.62  89,13,125       62  3.57  62,95,40      ->
'.'               PUNCT    48  0.75  48,85,14       118  2.08  118,45,62     ->

  -- Block 11 summary ----------------------
  Unique source slots  : 66 / 128
  Unique dest   slots  : 28 / 128
  Self-routes (src=dst): 2 / 290 (0.7%)
  N_eff  (src routing) : 49.99  (target >= 32;  max = 128)
  Gini   (src routing) : 0.6949  (0 = uniform, 1 = single slot)

  Top-5 source slots:
    #1  Slot  48  ( 17 tokens, dominant POS: PUNCT):  '.'  ' disillusio  'ed'  ' '
    #2  Slot   7  ( 15 tokens, dominant POS: VERB):  ' citing'  ' signalling  ' addressed'  ' defending'  ' proposed'  ' criticised  ' arguing'  ' ruling'  ' expressed'  ' threatenin
    #3  Slot 119  ( 14 tokens, dominant POS: NOUN):  ' analysts'  ' leaders'  ' workers'  'chers'  ' Voters'  ' states'  'ists'  ' sides'  ' candidates  ' voters'
    #4  Slot 120  ( 12 tokens, dominant POS: NOUN):  ' move'  ' statement'  ' benchmark'  ' yield'  ' announceme  ' system'  ' plan'  ' bill'  ' reading'  ' polls'
    #5  Slot  77  ( 10 tokens, dominant POS: DET):  ' the'

  Top-5 destination slots:
    #1  Slot  62  (131 tokens):  ' central'  ' bank'  ' interest'  ' rates'  ' 25'  ' basis'  ' points'  ' Thursday'  ' seventh'  ' consecutiv
    #2  Slot  17  ( 20 tokens):  ' on'  ' citing'  ' after'  ' addressed'  ' criticised  ' against'  ' before'  ' describe'  ' for'  ' suggests'
    #3  Slot 118  ( 15 tokens):  'The'  '.'
    #4  Slot  99  ( 15 tokens):  ' the'  ' The'
    #5  Slot  73  ( 15 tokens):  ','  ' though'  ' that'  ' where'  ' and'

  OK  No collapse detected (top slot = 5.9%)

==========================================================================================
BLOCK 12  (unique src: 58/128  unique dst: 28/128  self-routes: 6/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
--------------------------------------------------------------------------------
'The'             DET     117  0.00  117,56,39       52  0.81  52,14,75      ->
' central'        ADJ      56  4.61  56,86,122       16  4.10  16,56,24      ->
' bank'           NOUN     56  4.55  56,73,9         36  3.57  36,113,16     ->
' raised'         VERB     56  4.60  56,41,9         16  4.06  16,113,36     ->
' interest'       NOUN     56  4.55  56,9,31         72  3.72  72,36,113     ->
' rates'          NOUN     56  4.53  56,9,57        113  3.40  113,72,36     ->
' by'             ADP     106  4.60  106,56,116      84  4.01  84,81,36      ->
' 25'             NUM      99  4.64  99,56,92        60  3.58  60,99,36      ->
' basis'          NOUN     56  4.70  56,89,31       113  4.05  113,16,72     ->
' points'         NOUN     56  4.69  56,57,9         72  3.59  72,36,113     ->
' on'             ADP      48  4.49  48,56,116       81  4.00  81,6,87       ->
' Thursday'       PROPN    56  4.65  56,118,89       81  3.86  81,36,113     ->
','               PUNCT    44  4.57  44,19,56        36  2.94  36,21,81      ->
' its'            PRON      1  4.42  1,3,56          30  2.87  30,51,3       ->
' seventh'        ADJ       8  4.67  8,56,86         30  3.76  30,8,16       ->
' consecutive'    ADJ      56  4.69  56,8,86          8  4.07  8,16,30       ->
' increase'       NOUN     56  4.68  56,9,103        36  2.92  36,72,113     ->
','               PUNCT    44  4.60  44,19,56        36  3.40  36,21,81      ->
' citing'         VERB     41  4.65  41,126,56        6  4.20  6,109,30      ->
' persistent'     ADJ      86  4.65  86,56,122      112  4.01  112,30,18     ->
' inflation'      X        56  4.64  56,9,31         36  3.13  36,72,113     ->
'ary'             X        56  4.71  56,86,31        16  3.52  16,36,112     ->
' pressure'       NOUN     31  4.66  31,56,9         72  2.85  72,36,113     ->
' across'         ADP      96  4.65  96,48,116       87  3.98  87,71,60      ->
' energy'         NOUN     56  4.62  56,122,31       36  3.78  36,113,72     ->
' and'            CCONJ    78  4.41  78,56,126       36  3.78  36,16,113     ->
' food'           NOUN    122  4.60  122,56,15       36  3.50  36,113,72     ->
' sectors'        NOUN     56  4.68  56,57,98       113  2.97  113,36,56     ->
'.'               PUNCT    39  2.73  39,26,100       21  0.79  21,36,75      ->
' Markets'        NOUN     56  4.67  56,57,98        36  3.21  36,72,113     ->
' had'            VERB     29  4.45  29,59,104       36  3.25  36,21,53      ->
' largely'        ADV     104  4.52  104,29,56       64  3.24  64,54,22      ->
' priced'         VERB      9  4.65  9,56,41         45  4.06  45,36,79      ->
' in'             ADP      96  4.62  96,56,48        60  4.26  60,96,71      ->
' the'            DET      51  4.55  51,56,1         30  3.42  30,74,51      ->
' move'           NOUN     56  4.71  56,103,31       36  2.77  36,113,72     ->
','               PUNCT    44  4.52  44,19,126       21  2.34  21,36,13      ->
' though'         ADP     126  4.42  126,19,104      36  4.07  36,109,21     ->
' the'            DET      51  4.53  51,56,1         30  3.40  30,51,36      ->
' accompanying'   VERB     86  4.70  86,56,126       16  3.50  16,30,36      ->
' statement'      NOUN    103  4.69  103,56,41       36  3.23  36,72,16      ->
' surprised'      VERB     83  4.67  83,41,126       87  3.80  87,85,70      ->
' analysts'       NOUN     98  4.65  98,56,57        36  3.83  36,113,87     ->
' by'             ADP     106  4.65  106,38,104      81  3.78  81,6,84       ->
' signalling'     VERB     56  4.72  56,41,31        36  3.99  36,72,16      ->
' a'              DET     108  4.35  108,69,56      108  3.50  108,24,30     =
' potential'      ADJ      86  4.71  86,105,56       24  3.65  24,36,72      ->
' pause'          NOUN     31  4.73  31,56,105       36  3.38  36,72,113     ->
' in'             ADP      96  4.64  96,116,48        6  3.76  6,87,112      ->
' June'           PROPN   118  4.57  118,56,89       81  2.62  81,36,62      ->
'.'               PUNCT    39  2.78  39,26,100       21  0.85  21,36,75      ->
' The'            DET      51  4.59  51,56,26        30  3.62  30,51,36      ->
' benchmark'      NOUN    103  4.71  103,56,9        36  3.70  36,16,72      ->
' ten'            X       121  4.68  121,99,26       60  3.51  60,72,36      ->
'-'               X        90  3.39  90,26,25        60  1.39  60,75,71      ->
'year'            X        89  4.73  89,56,86        16  3.83  16,36,109     ->
' yield'          NOUN      9  4.70  9,103,56        36  2.51  36,72,16      ->
' rose'           VERB     83  4.64  83,41,9         36  4.07  36,113,45     ->
' four'           NUM     121  4.49  121,99,92       60  2.70  60,121,18     ->
' basis'          NOUN     56  4.73  56,105,31       72  3.77  72,36,16      ->
' points'         NOUN     57  4.73  57,9,56         45  3.48  45,36,113     ->
' to'             ADP      43  4.58  43,32,26        21  3.39  21,36,30      ->
' 4'              X        99  4.64  99,34,26        60  3.55  60,99,18      ->
'.'               PUNCT    39  4.60  39,76,26        21  3.26  21,36,75      ->
'31'              X        34  4.65  34,99,92        60  3.91  60,18,99      ->
' percent'        NOUN     92  4.68  92,9,26         45  3.97  45,112,113    ->
' shortly'        ADV     104  4.59  104,126,89      45  3.06  45,89,109     ->
' after'          ADP      38  3.99  38,48,26        81  3.05  81,38,111     ->
' the'            DET      51  4.52  51,1,56         30  3.40  30,81,51      ->
' announcement'   NOUN    103  4.68  103,118,56      36  3.44  36,72,113     ->
'.'               PUNCT    39  3.84  39,26,100       21  1.19  21,36,75      ->
' '               SPACE    26  4.69  26,25,2         21  2.87  21,36,71      ->
' The'            DET      51  4.59  51,26,126       30  3.64  30,51,36      ->
' prime'          ADJ      86  4.74  86,56,26        36  3.78  36,30,16      ->
' minister'       NOUN      0  4.69  0,73,56         36  3.10  36,72,113     ->
' addressed'      VERB     41  4.63  41,26,126       21  4.28  21,36,125     ->
' parliament'     NOUN     73  4.70  73,56,27        36  3.57  36,113,72     ->
' on'             ADP      48  4.33  48,41,116        6  3.92  6,71,62       ->
' Tuesday'        PROPN   118  4.64  118,41,73      113  3.78  113,36,62     ->
','               PUNCT    19  4.61  19,44,126       21  2.87  21,36,13      ->
' defending'      VERB     41  4.68  41,126,26        6  4.34  6,36,109      ->
' the'            DET      51  4.64  51,1,56         30  3.22  30,72,36      ->
' government'     NOUN     73  4.66  73,56,103       36  3.08  36,113,72     ->
"'s"              PART      1  4.10  1,3,69          30  3.42  30,3,51       ->
' proposed'       VERB     86  4.72  86,41,73        16  3.49  16,36,30      ->
' reforms'        NOUN    103  4.69  103,57,31       36  3.08  36,72,113     ->
' to'             ADP      43  4.45  43,32,116       36  3.81  36,21,62      ->
' the'            DET      51  4.61  51,1,56         30  3.60  30,51,87      ->
' healthcare'     NOUN    122  4.66  122,56,31       36  2.88  36,72,113     ->
' system'         NOUN    103  4.66  103,73,31      113  2.83  113,36,72     ->
'.'               PUNCT    39  4.03  39,26,100       21  1.30  21,36,75      ->
' Opposition'     NOUN     73  4.70  73,26,98        36  3.64  36,16,72      ->
' leaders'        NOUN     98  4.63  98,0,73        113  3.19  113,36,72     ->
' criticised'     VERB     41  4.58  41,126,26        6  4.36  6,21,125      ->
' the'            DET      51  4.61  51,1,3          30  3.33  30,51,36      ->
' plan'           NOUN    103  4.65  103,73,57       36  2.99  36,72,113     ->
' as'             ADP      47  4.62  47,59,126       59  4.03  59,72,36      ->
' under'          X        38  4.73  38,90,104       54  4.16  54,60,125     ->
'funded'          X        73  4.72  73,122,56      125  4.05  125,36,16     ->
' and'            CCONJ    78  4.56  78,126,19       36  2.57  36,13,72      ->
' poorly'         ADV     104  4.62  104,119,114    109  3.79  109,64,22     ->
' timed'          VERB    119  4.68  119,120,86      18  3.79  18,125,16     ->
','               PUNCT    44  4.54  44,19,126       36  2.89  36,21,13      ->
' arguing'        VERB     41  4.62  41,126,26       36  4.25  36,6,72       ->
' that'           DET      11  4.56  11,126,41        6  4.01  6,72,36       ->
' frontline'      ADJ     122  4.68  122,86,56       18  3.80  18,36,72      ->
' workers'        NOUN     98  4.51  98,122,57       36  3.40  36,72,113     ->
' had'            VERB     29  4.36  29,59,104       53  3.20  53,36,6       ->
' not'            ADV      12  4.63  12,29,104       64  3.05  64,36,70      ->
' been'           VERB     59  4.64  59,104,29       36  3.75  36,64,53      ->
' consulted'      VERB    120  4.65  120,66,119     125  3.06  125,36,16     ->
'.'               PUNCT    39  3.68  39,26,100       21  1.15  21,36,75      ->
' Several'        ADJ     121  4.52  121,95,26       18  3.40  18,121,95     ->
' back'           X        15  4.73  15,26,95        36  3.86  36,72,16      ->
'ben'             X        26  4.73  26,77,123       36  3.44  36,72,16      ->
'chers'           X        98  4.67  98,26,57        36  3.37  36,113,72     ->
' from'           ADP     106  4.57  106,96,116      62  3.92  62,87,30      ->
' the'            DET      51  4.56  51,26,1         30  3.13  30,51,36      ->
' ruling'         VERB     73  4.73  73,26,103       36  3.29  36,16,30      ->
' coalition'      NOUN     73  4.69  73,103,98       36  2.93  36,113,16     ->
' also'           ADV     104  4.64  104,93,126      54  3.29  54,22,36      ->
' expressed'      VERB     41  4.53  41,26,29       112  4.02  112,36,21     ->
' reservations'   NOUN     57  4.71  57,31,41        36  3.89  36,72,112     ->
','               PUNCT    19  4.62  19,44,126       36  2.90  36,21,70      ->
' threatening'    VERB     41  4.65  41,126,26        6  3.98  6,53,36       ->
' to'             ADP      43  4.32  43,32,26        36  3.01  36,21,13      ->
' vote'           VERB     66  4.69  66,41,40        36  3.94  36,45,79      ->
' against'        ADP      55  4.64  55,85,40         6  3.70  6,62,30       ->
' the'            DET      51  4.62  51,1,3          30  3.45  30,51,72      ->
' bill'           NOUN    103  4.68  103,73,57       36  3.28  36,113,72     ->
' unless'         ADP     110  4.63  110,126,38     111  4.09  111,110,36    ->
' amendments'     NOUN     57  4.72  57,103,73       36  3.56  36,72,112     ->
' were'           VERB     59  4.48  59,29,104       36  3.87  36,72,64      ->
' introduced'     VERB    120  4.58  120,41,83      125  3.10  125,113,116   ->
' before'         ADP      38  4.31  38,48,106      111  3.46  111,62,6      ->
' the'            DET      51  4.66  51,1,38         81  3.65  81,30,51      ->
' final'          ADJ       8  4.69  8,86,49         30  3.76  30,16,36      ->
' reading'        NOUN    103  4.73  103,31,57       36  2.64  36,72,16      ->
'.'               PUNCT    39  4.08  39,26,100       21  1.58  21,36,70      ->
' '               SPACE    26  4.67  26,25,100       21  2.79  21,36,71      ->
' Voters'         NOUN     98  4.66  98,26,73        36  2.89  36,72,113     ->
' in'             ADP      96  4.28  96,26,48        62  3.78  62,71,87      ->
' three'          NUM     121  4.42  121,95,99       18  3.84  18,121,99     ->
' swing'          VERB     49  4.74  49,26,27        36  3.40  36,16,18      ->
' states'         NOUN     98  4.70  98,57,27        36  2.89  36,113,72     ->
' will'           AUX      32  4.47  32,43,46        36  2.30  36,21,32      ->
' head'           VERB     66  4.66  66,41,40        36  4.04  36,45,79      ->
' to'             ADP      96  4.68  96,43,91        36  3.85  36,75,30      ->
' the'            DET      51  4.61  51,1,26         30  3.30  30,51,36      ->
' polls'          NOUN     49  4.65  49,57,33        36  3.12  36,113,16     ->
' next'           ADJ       8  4.68  8,38,26         81  4.09  81,45,36      ->
' month'          NOUN    118  4.68  118,89,49       36  3.78  36,113,84     ->
' in'             ADP      96  4.35  96,48,26        71  3.18  71,96,111     ->
' what'           PRON     68  4.71  68,26,11        21  3.95  21,36,11      ->
' analysts'       NOUN     98  4.69  98,46,93        36  3.73  36,70,72      ->
' describe'       VERB     41  4.71  41,67,126      109  4.29  109,62,45     ->
' as'             ADP      47  4.65  47,59,104        6  4.15  6,62,36       ->
' a'              DET     108  4.52  108,69,37      108  3.20  108,24,30     =
' bell'           X        15  4.73  15,103,33       36  3.26  36,72,16      ->
'w'               X       123  4.74  123,15,82       36  2.63  36,16,113     ->
'ether'           X       123  4.73  123,15,33       36  3.00  36,16,72      ->
' for'            ADP      85  4.58  85,116,26       87  4.09  87,6,30       ->
' the'            DET      51  4.61  51,1,3          30  3.45  30,51,87      ->
' national'       ADJ      86  4.72  86,49,122       16  3.48  16,36,30      ->
' election'       NOUN     49  4.51  49,103,31       36  2.95  36,113,16     ->
'.'               PUNCT    39  4.11  39,26,100       21  1.62  21,36,70      ->
' Poll'           X        26  4.73  26,50,25        36  2.93  36,70,72      ->
'ing'             X        26  4.72  26,100,35       36  3.53  36,70,113     ->
' data'           NOUN     57  4.71  57,103,26       36  3.52  36,113,72     ->
' suggests'       VERB     41  4.65  41,126,26       36  4.34  36,70,6       ->
' a'              DET     108  4.56  108,69,26      108  3.26  108,24,30     =
' tight'          ADJ      86  4.72  86,15,90        24  3.65  24,36,30      ->
' race'           NOUN     49  4.69  49,103,31       36  2.84  36,72,113     ->
','               PUNCT    19  4.57  19,44,126       36  2.64  36,21,13      ->
' with'           ADP      29  4.70  29,85,26        36  4.06  36,72,53      ->
' neither'        DET     114  4.71  114,95,80       62  4.32  62,30,24      ->
' candidate'      NOUN      0  4.68  0,98,49         36  3.79  36,113,72     ->
' holding'        VERB     41  4.72  41,40,66        36  4.10  36,113,45     ->
' a'              DET     108  4.53  108,69,37      108  3.64  108,30,24     =
' decisive'       ADJ      86  4.70  86,49,8         24  3.92  24,36,16      ->
' lead'           NOUN     49  4.72  49,31,103       36  3.03  36,16,113     ->
' outside'        ADP      96  4.71  96,26,91        62  4.26  62,60,45      ->
' the'            DET      51  4.66  51,26,96        30  3.91  30,111,36     ->
' margin'         NOUN     49  4.71  49,33,31        36  3.04  36,113,16     ->
' of'             ADP     116  4.65  116,96,48       62  4.19  62,30,112     ->
' error'          NOUN     31  4.71  31,26,103       36  3.44  36,113,72     ->
'.'               PUNCT    39  4.33  39,26,100       21  2.48  21,36,70      ->
' Campaign'       PROPN    26  4.69  26,73,50        36  3.21  36,72,16      ->
' strateg'        X        26  4.72  26,73,77        36  3.57  36,72,16      ->
'ists'            X        98  4.63  98,26,0         36  2.92  36,113,72     ->
' on'             ADP      48  4.24  48,26,116       60  4.06  60,62,18      ->
' both'           DET      95  4.68  95,121,26       62  4.27  62,18,30      ->
' sides'          NOUN     98  4.71  98,26,57        36  2.57  36,113,72     ->
' have'           VERB     29  4.45  29,26,41        36  3.29  36,53,21      ->
' shifted'        VERB     41  4.65  41,83,66        36  4.01  36,21,45      ->
' resources'      NOUN     57  4.69  57,31,98        36  3.55  36,72,113     ->
' toward'         ADP      43  4.63  43,48,116        6  4.06  6,62,30       ->
' rural'          ADJ     122  4.68  122,86,33       62  3.57  62,30,18      ->
' districts'      NOUN     57  4.63  57,98,33        36  3.15  36,113,72     ->
','               PUNCT    44  4.49  44,19,126       21  2.74  21,36,13      ->
' where'          ADV     126  4.62  126,11,26       36  4.03  36,53,21      ->
' turnout'        NOUN     31  4.69  31,9,98         36  3.18  36,72,113     ->
' could'          AUX      32  4.23  32,43,104       36  3.05  36,21,32      ->
' prove'          VERB     83  4.63  83,40,41        36  4.30  36,53,72      ->
' decisive'       ADJ     119  4.66  119,86,83       97  4.16  97,112,45     ->
'.'               PUNCT    39  4.27  39,26,100       21  2.04  21,36,75      ->
' Meanwhile'      ADV     126  4.62  126,26,104      36  4.32  36,21,109     ->
','               PUNCT    19  4.59  19,126,26       36  3.72  36,21,70      ->
' independent'    ADJ     122  4.67  122,86,73       30  3.85  30,16,18      ->
' candidates'     NOUN     98  4.60  98,57,0         36  2.85  36,72,113     ->
' continue'       VERB     41  4.66  41,83,104       84  3.71  84,36,45      ->
' to'             ADP      43  4.48  43,32,104       36  2.51  36,21,13      ->
' draw'           VERB     40  4.64  40,66,83        36  3.95  36,112,21     ->
' support'        NOUN     31  4.69  31,57,26        36  3.83  36,72,18      ->
' from'           ADP     106  4.57  106,96,26       62  4.16  62,36,30      ->
' younger'        ADJ     122  4.68  122,86,95       18  3.49  18,30,62      ->
' voters'         NOUN     98  4.53  98,57,26        36  2.86  36,113,16     ->
' disillusion'    X        31  4.71  31,26,40        36  4.02  36,45,125     ->
'ed'              X        26  4.72  26,41,104       16  4.05  16,79,125     ->
' with'           ADP      85  4.66  85,116,48        6  3.89  6,62,16       ->
' the'            DET      51  4.54  51,1,3          30  3.49  30,51,36      ->
' two'            NUM     121  4.37  121,95,26       60  3.83  60,30,121     ->
' major'          ADJ      86  4.66  86,95,121       18  3.45  18,30,16      ->
' parties'        NOUN     98  4.66  98,57,73        36  2.61  36,113,72     ->
'.'               PUNCT    39  4.34  39,26,100       21  2.09  21,36,75      ->
' '               SPACE    26  4.65  26,25,100       36  3.20  36,21,71      ->
' The'            DET      51  4.65  51,26,126       30  3.66  30,51,36      ->
' foreign'        ADJ     122  4.67  122,26,27       36  3.40  36,30,16      ->
' minister'       NOUN      0  4.61  0,73,26         36  2.86  36,113,72     ->
' met'            VERB     41  4.69  41,26,83        36  4.04  36,54,72      ->
